date,ticker,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,industry,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,price,dcf,marketCap,eff_tax_rate,equity_ratio,debt_to_equity,debt_to_assets,interest_coverage,gross_profit_margin,operating_margin,return_on_equity,return_on_assets,Beta,RF_rate,cost_of_debt,cost_of_equity,wacc,sector
2014,ADBE,,796343,,,2014,,4147065000,622080000,3524985000,0.8499951170285491,844353000,543332000,1652308000,2195640000,52424000,3092417000,3714497000,21355000.0,59732000,313590000,734698000,0.17716095600141304,412685000,0.09951254682528488,-51309000,361376000,0.0871401822734874,92981000,268395000,0.06471926531173251,0.51,0.5,497867000,508480000,,,Software—Infrastructure,,1117400000,2622091000,3739491000,591800000,0,271037000,4602328000,785123000,4721962000,469662000,5191624000,80439000,0,126315000,6183501000,0,10785829000,68377000,603229000,48578000,1097923000,676328000,2494435000,911086000,57401000,342315000,204687000,1515489000,0,0,4009924000,0,61000,6924294000,-8094000,-140356000,6775905000,6775905000,10785829000,0,10785829000,2702530000,1514315000,396915000,-26089000,333701000,396080000,7928000,6211000,326438000,1805000,1287482000,-148332000,-29802000,-2031758000,1719185000,0,-490707000,-14684000,227841000,-600000000,0,-120440000,-507283000,-6648000,282844000,1117400000,834556000,1287482000,-148332000,1139150000,5.486459578462213,5.486459578462213,8.964487313720761,138.71540630597016,7.007434944237918,32.63462133169468,28.87475622183456,28.87475622183456,13.129624180862061,8.964487313720761,-0,51.16644181980112,5.486459578462213,,,,,0.6282229210197937,0.5917916499714798,0.37177707898020634,5.692442911672136,0.8499951170285491,0.09951254682528488,3.9610207049833193,0.024884039975045034,,0.0063,0.0186,,,Technology
2013,ADBE,,796343,,,2013,,4055240000,586557000,3468683000,0.8553582525325258,826631000,520124000,1620454000,2140578000,52254000,3019463000,3606020000,21887000.0,67508000,321227000,744876000,0.1836823467908188,422723000,0.1042411793136781,-66582000,356141000,0.08782242234738265,66156000,289985000,0.0715087146506742,0.58,0.56,501372000,513476000,,,Software—Infrastructure,,834556000,2339196000,3173752000,599820000,0,272357000,4045929000,659774000,4771981000,605254000,5377235000,207239000,0,90121000,6334369000,0,10380298000,62096000,14676000,28447000,775544000,644885000,1525648000,1499297000,53268000,375634000,201817000,2130016000,0,17945000,3655664000,0,61000,6928964000,46103000,-250494000,6724634000,6724634000,10380298000,0,10380298000,2546435000,1513973000,679417000,29704000,328987000,162642000,33649000,7132000,201366000,19141000,1151686000,-188358000,-704589000,-2125795000,1816679000,24260000,-1177803000,-25879000,500776000,-1100000000,0,65965000,-559138000,-5241000,-590496000,834556000,1425052000,1151686000,-188358000,963328000,4.4369177147782315,4.4369177147782315,7.357989573366214,102.88499213793104,6.758333333333334,30.972470145163435,25.90692924981288,25.90692924981288,9.806778379881893,7.357989573366214,,40.97474097497768,4.4369177147782315,,,,,0.6478266808910496,0.5436227458624514,0.35217331910895044,4.951324287491853,0.8553582525325258,0.1042411793136781,4.312279300256342,0.027936095861602433,,0.002,0.0162,,,Technology
2018,ADP,,8670,,,2018,,13325800000,7842600000,5483200000,0.41147248195230307,0,2971500000,0,2971500000,0,2971500000,10814100000,83500000.0,102700000,377600000,2651400000,0.19896741659037356,2045200000,0.15347671434360413,125900000,2171100000,0.16292455237209022,550300000,1620800000,0.12162872022692821,3.68,3.66,440600000,443300000,,,Staffing & Employment Services,,2170000000,0,2170000000,1984200000,0,27895800000,32050000000,793000000,2243500000,886400000,3129900000,0,0,1115800000,5038700000,0,37088700000,135400000,0,43900000,226500000,30007800000,30413600000,2002400000,377800000,107300000,728000000,3215500000,0,0,33629100000,0,63900000,15271300000,-680800000,-11194800000,3459600000,3459600000,37088700000,0,37088700000,0,2002400000,-167600000,500000,175400000,-92500000,-291800000,-1900000,93500000,433400000,2515200000,-470800000,-612400000,-4876800000,3455000000,400000,-2504600000,-7300000,0,-989300000,-1063700000,404400000,-1655900000,5800000,-1639500000,6542100000,8181600000,2515200000,-470800000,2044400000,17.1026046502428,17.1026046502428,4.4401214972444425,36.50553495062932,6.715956052817257,28.941582394824884,23.52424103370706,23.52424103370706,6.521118467158839,4.4401214972444425,0.017977571068361,22.25261033717281,17.1026046502428,134.29,139.22,54329830175.0,0.25346598498457,0.09327908500432747,9.720516822754076,0.9067209149956725,20.327166504381694,0.41147248195230307,0.15347671434360413,46.84934674528847,0.043700641974509756,1.0115506855466883,0.0151,0.022,8.367172481169462,8.070334610368137,Industrials
2017,ADP,,8670,,,2017,,12379800000,7269800000,5110000000,0.41276918851677735,0,2783200000,0,2783200000,0,2783200000,10053000000,76700000.0,80000000,316100000,2927200000,0.2364497003182604,1929400000,0.15585065994604114,601700000,2531100000,0.2044540299520186,797700000,1733400000,0.14001841709882226,3.87,3.85,447800000,450300000,,,Staffing & Employment Services,,2780400000,0,2780400000,1703600000,0,28174700000,32658700000,779000000,1741000000,620200000,2361200000,0,0,1381100000,4521300000,0,37180000000,149700000,0,49000000,232900000,29384300000,29815900000,2002400000,391400000,163100000,830200000,3387100000,0,0,33203000000,0,63900000,14728200000,-379200000,-10435900000,3977000000,3977000000,37180000000,0,37180000000,0,2002400000,-778000000,10000000,138900000,-98300000,23400000,-11600000,-269100000,25800000,2125900000,-470600000,146600000,-4382800000,3593600000,6843600000,5730400000,-2000000,0,-1259600000,-995200000,-6024900000,-8281700000,14700000,-410700000,2780400000,3191100000,2125900000,-470600000,1655300000,13.216686645949208,13.216686645949208,4.245849108300619,30.3235045522903,7.266846677623855,31.754221464954995,24.72494604211863,24.72494604211863,5.505317388410945,4.245849108300619,0.018933555756158578,17.690886441288605,13.216686645949208,,,,,0.10696611081226466,8.348755343223536,0.8930338891877353,30.68,0.41276918851677735,0.15585065994604114,43.58561729947196,0.046621839698762775,,0.025699999999999997,0.0326,,,Industrials
2016,ADP,,8670,,,2016,,11667800000,6840300000,4827500000,0.41374552186359037,0,2637000000,0,2637000000,0,2637000000,9477300000,62400000.0,56200000,288600000,2578600000,0.22100138843655187,1813200000,0.15540204665832463,421500000,2234700000,0.19152710879514562,741300000,1492500000,0.12791614528874337,3.27,3.25,457000000,459100000,,,Staffing & Employment Services,,3191100000,23500000,3214600000,1742800000,0,34543000000,39500400000,685000000,1682000000,534200000,2216200000,7800000,0,1260600000,4169600000,0,43670000000,152300000,0,28200000,233200000,35433700000,35847400000,2007700000,381100000,251100000,701100000,3341000000,0,0,39188400000,0,63900000,14003300000,-215100000,-9370500000,4481600000,4481600000,43670000000,0,43670000000,31300000,2007700000,-1183400000,700000,137600000,-128900000,-224600000,-15900000,-108900000,69400000,1859900000,-386000000,162200000,-5876300000,5215400000,-8202500000,-9087200000,-1500000,0,-1155700000,-943600000,10890900000,8790100000,-11000000,1551800000,3191100000,1639300000,1859900000,-386000000,1473900000,9.070454432189397,9.070454432189397,3.483960008167778,27.236280457822446,6.694858847831076,27.579990897143634,21.856093651970536,21.856093651970536,5.046414015497612,3.483960008167778,0.023212707281164823,15.305494680563097,9.070454432189397,,,,,0.10262422715823219,8.744287754373438,0.8973757728417678,38.65302491103203,0.41374552186359037,0.15540204665832463,33.3028382720457,0.034176780398442866,,0.0165,0.0234,,,Industrials
2015,ADP,,8670,,,2015,,10938500000,6427600000,4510900000,0.41238743886273255,0,2496900000,0,2496900000,0,2496900000,8924500000,56900000.0,6500000,277900000,2431100000,0.22225167984641403,1636300000,0.1495908945467843,434400000,2070700000,0.18930383507793574,694200000,1452500000,0.1327878593957124,3.07,3.05,472600000,475800000,,,Staffing & Employment Services,,1639300000,26600000,1665900000,1546900000,0,25596400000,28809200000,672000000,1793500000,503200000,2296700000,28900000,0,1303700000,4301300000,0,33110500000,194500000,0,27200000,228600000,26663400000,27113700000,9200000,362700000,172100000,644300000,1188300000,0,0,28302000000,0,63900000,13460300000,-260600000,-8455100000,4808500000,4808500000,33110500000,0,33110500000,55500000,9200000,-1630100000,-15300000,143200000,-149000000,-175100000,13100000,-109100000,196300000,1905600000,-335500000,90500000,-5047600000,3841000000,-2292000000,-3743600000,-2175300000,0,-1557200000,-927600000,6276800000,1616700000,-106300000,-344300000,1639300000,1983600000,1905600000,-335500000,1570100000,7.8755197512696276,7.8755197512696276,3.4620319718407457,26.071901359022373,7.0712392526989465,24.11912408380358,19.87271028756297,19.87271028756297,4.99557290990228,3.4620319718407457,0.02449468701531062,14.906559468545105,7.8755197512696276,,,,,0.14522583470500294,5.885827181033586,0.8547741652949971,309.81538461538463,0.41238743886273255,0.1495908945467843,30.206925236560256,0.04386825931351082,,0.0084,0.0153,,,Industrials
2014,ADP,,8670,,,2014,,12206500000,7221400000,4985100000,0.40839716544464016,0,2762400000,0,2762400000,0,2762400000,9983800000,56200000.0,6100000,336200000,2630200000,0.21547536148773194,1849000000,0.15147667226477696,425600000,2274600000,0.18634334166222913,772000000,1515900000,0.12418793265882931,3.17,3.14,478900000,483100000,,,Staffing & Employment Services,,1983600000,2032200000,4015800000,1800400000,0,20017200000,25833400000,777000000,3113800000,632300000,3746100000,54100000,0,1641100000,6218300000,0,32051700000,169700000,2173000000,20400000,332600000,21212300000,23908000000,11500000,513200000,288800000,660000000,1473500000,0,0,25381500000,0,63900000,13632900000,178200000,-7204800000,6670200000,6670200000,32051700000,0,32051700000,2086300000,2184500000,200900000,-50300000,138400000,-194500000,-204000000,9700000,-253200000,75700000,1821400000,-367700000,-1300000,-3414900000,2059500000,2538200000,813800000,-3300000,0,-667300000,-883100000,-804500000,-2358200000,8000000,284500000,1983600000,1699100000,1821400000,-367700000,1453700000,5.178331290352612,5.178331290352612,2.8296813478810465,22.785477520225605,6.779882248389247,23.760408181130906,18.963712184533875,18.963712184533875,4.4240685929195385,2.8296813478810465,0.02556708393423254,13.208655377123412,5.178331290352612,,,,,0.20810752627785734,3.8052082396329947,0.7918924737221427,363.672131147541,0.40839716544464016,0.15147667226477696,22.726454978861206,0.047295463267159,,0.0063,0.0132,,,Industrials
2013,ADP,,8670,,,2013,,11310100000,6649600000,4660500000,0.4120653221456928,0,2620600000,0,2620600000,0,2620600000,9270200000,64500000.0,9100000,317000000,2452100000,0.21680621745165826,1619000000,0.1431463912785917,465300000,2084300000,0.18428661108213013,720200000,1405800000,0.12429598323622248,2.91,2.89,482700000,487100000,,,Staffing & Employment Services,,1699100000,28000000,1727100000,1598300000,0,22875600000,26201000000,728000000,3052600000,643200000,3695800000,314000000,0,1329300000,6067100000,0,32268100000,157300000,245900000,39500000,316400000,23973700000,24732800000,14700000,493200000,234400000,603100000,1345400000,0,0,26078200000,0,63900000,13020300000,15400000,-6909700000,6189900000,6189900000,32268100000,0,32268100000,342000000,260600000,-1438500000,24600000,96400000,-375200000,-217000000,-10600000,-283500000,108600000,1577200000,-282900000,119400000,-4902600000,3638600000,-150300000,-1577800000,-17500000,0,-647300000,-805500000,1621300000,151000000,1200000,151000000,1699100000,1548100000,1577200000,-282900000,1294300000,4.939080360359618,4.939080360359618,2.7031072689534135,21.747342098868973,7.076331101795658,23.6208093352314,19.383980169027392,19.383980169027392,4.256007310409103,2.7031072689534135,0.026347281983635833,11.881209380771583,4.939080360359618,,,,,0.19182722255106435,4.213024443044314,0.8081727774489357,221.95604395604394,0.4120653221456928,0.1431463912785917,22.71119081083701,0.04356624654070119,,0.002,0.0089,,,Industrials
2018,AAP,,1158449,,,2018,,9580554000,5361141000,4219413000,0.4404143017199214,0,0,0,3615138000,0,3615138000,8976279000,0.0,56588000,238184000,850036000,0.08872514052945164,604275000,0.06307307489733892,-49011000,555264000,0.05795739995829051,131417000,423847000,0.04424034351249416,5.75,5.73,73728000,73991000,,,Specialty Retail,,896527000,0,896527000,624972000,4362547000,198408000,6082454000,1368985000,990237000,550593000,1540830000,0,0,48379000,2958194000,0,9040648000,3172790000,0,119203000,0,593957000,3885950000,1045720000,0,318353000,239812000,1603885000,0,0,5489835000,0,8000,3326155000,-44193000,268843000,3550813000,3550813000,9040648000,0,9040648000,0,1045720000,149193000,15956000,27760000,87130000,0,285493000,-64707000,18151000,811028000,-193715000,0,0,0,1888000,-191827000,0,3200000,-281354000,-17819000,32058000,-263915000,-5696000,349590000,896527000,546937000,811028000,-193715000,617313000,3.2154659015377045,3.2154659015377045,1.1917388205563897,26.937829273857787,15.329573164877786,18.495508962611837,14.077834703902703,14.077834703902703,4.028372577847571,1.1917388205563897,0.001560671925904309,13.51739252164251,3.2154659015377045,154.86,167.02,9330087129.0,0.23667480693868143,0.39276089501549005,1.5460783206550162,0.60723910498451,9.812398388350887,0.4404143017199214,0.06307307489733892,11.936618458927576,0.04688236949386814,0.8730900522251158,0.0151,0.022,7.223944305049537,6.497575550530945,Consumer Cyclical
2017,AAP,,1158449,,,2017,,9373784000,5288735000,4085049000,0.43579508552789353,0,0,0,3514837000,0,3514837000,8803572000,0.0,58801000,249260000,828320000,0.08836559494010103,570212000,0.06083050345516816,-49953000,520259000,0.055501492246887704,44754000,475505000,0.05072711297806734,6.44,6.42,73846000,74110000,,,Specialty Retail,,546937000,0,546937000,606357000,4168492000,105106000,5426892000,1394138000,994293000,597674000,1591967000,0,0,69304000,3055409000,0,8482301000,2894582000,0,112930000,0,472585000,3480097000,1044327000,0,303620000,239061000,1587008000,0,0,5067105000,0,8000,2920096000,-24954000,520046000,3415196000,3415196000,8482301000,0,8482301000,0,1044327000,497390000,-151263000,35267000,-28193000,0,-197168000,-21325000,20229000,600805000,-189758000,0,0,0,11119000,-178639000,-534400000,4076000,-6498000,-17854000,539804000,-14872000,4465000,411759000,546937000,135178000,600805000,-189758000,411047000,2.6572222782213375,2.6572222782213375,0.9681186269805662,19.084835902235305,15.45918328641378,22.077608876095436,15.104626119443745,15.104626119443745,2.858577610358318,0.9681186269805662,0.001967397034272363,9.846855219203801,2.6572222782213375,,,,,0.40262612703793466,1.4836937616464765,0.5973738729620653,8.847791704222717,0.43579508552789353,0.06083050345516816,13.923212606245732,0.05605849167578467,,0.025699999999999997,0.0326,,,Consumer Cyclical
2016,AAP,,1158449,,,2016,,9567679000,5311764000,4255915000,0.44482209321612903,0,0,0,3468317000,0,3468317000,8780081000,,59910000,258387000,1057132000,0.11048991087598152,787598000,0.08231860621578128,-48763000,738835000,0.0772219678356684,279213000,459622000,0.04803902806521833,6.22,6.2,73562000,73856000,,,Specialty Retail,,135178000,0,135178000,641252000,4325868000,70466000,5172764000,1446340000,990877000,640903000,1631780000,0,0,64149000,3142269000,0,8315033000,3086177000,306000,121860000,0,467703000,3676046000,1042949000,0,454282000,225564000,1722795000,0,0,5398841000,0,8000,2462935000,-39701000,492950000,2916192000,2916192000,8315033000,0,8315033000,0,1043255000,908077000,20213000,20452000,-239331000,0,-119325000,0,-18469000,500874000,-259559000,-4697000,0,0,2212000,-262044000,-965173000,0,-18393000,-17738000,806613000,-194691000,257000,44396000,135178000,90782000,500874000,-259559000,241315000,4.152851533936654,4.152851533936654,1.2657732790213592,26.3488527974157,14.920310579928016,50.185493734139186,24.17876036778471,24.17876036778471,3.9314234271633333,1.2657732790213592,0.0014646779082643747,12.315008362677318,4.152851533936654,,,,,0.3507132202602202,1.8513324911391293,0.6492867797397798,,0.44482209321612903,0.08231860621578128,15.7610335670628,0.05527602836934021,,0.0165,,,,Consumer Cyclical
2015,AAP,,1158449,,,2015,,9737018000,5314246000,4422772000,0.4542224323709785,0,0,0,3596992000,0,3596992000,8911238000,,65408000,269476000,1087772000,0.11171510620602734,825780000,0.08480830578725437,-72892000,752888000,0.07732223561669496,279490000,473398000,0.04861837576966582,6.45,6.4,73190000,73733000,,,Specialty Retail,,90782000,0,90782000,597788000,4174768000,77408000,4940746000,1434577000,989484000,687125000,1676609000,0,0,82633000,3193819000,0,8134565000,3203922000,598000,96098000,0,496859000,3797477000,1213161000,0,433925000,229354000,1876440000,0,0,5673917000,0,7000,2021077000,-44059000,483623000,2460648000,2460648000,8134565000,0,8134565000,0,1213759000,1122977000,-9219000,36929000,-83482000,0,119164000,0,2540000,689642000,-234747000,-18889000,0,0,270000,-253366000,-1044622000,0,-6665000,-17649000,622984000,-445952000,-4213000,-13889000,90782000,104671000,689642000,-234747000,454895000,5.716867075586347,5.716867075586347,1.1632002593389728,23.18712432156493,16.9772965981115,23.82790720556202,16.150249676084464,16.150249676084464,3.4527120446053368,1.1632002593389728,0.001535320001514152,11.392785109278059,5.716867075586347,,,,,0.30249288068876456,2.3058629271639015,0.6975071193112354,,0.4542224323709785,0.08480830578725437,19.238753369031247,0.05819585927458936,,0.0084,,,,Consumer Cyclical
2014,AAP,,1158449,,,2014,,9843861000,5390248000,4453613000,0.4524254253488545,0,0,0,3601903000,0,3601903000,8992151000,0.0,73408000,284693000,1139495000,0.11575691692517803,851710000,0.08652194499698848,-70316000,781394000,0.07937881284589451,287569000,493825000,0.05016578352741877,6.75,6.71,72932000,73414000,,,Specialty Retail,,104671000,0,104671000,579825000,3936955000,119589000,4741040000,1432030000,995426000,748125000,1743551000,0,0,45737000,3221318000,0,7962358000,3095365000,582000,87473000,0,559646000,3743066000,1636311000,0,360903000,219166000,2216380000,0,0,5959446000,0,7000,1565341000,-12337000,449901000,2002912000,2002912000,7962358000,0,7962358000,0,1636893000,1532222000,48468000,21705000,-145125000,0,216412000,0,5425000,708991000,-228446000,-2060783000,0,0,992000,-2288237000,-1654800000,0,-5154000,-17580000,2253445000,575911000,-4465000,-1007800000,104671000,1112471000,708991000,-228446000,480545000,,,,,,,,,,,,,,,,,,0.25154759431816553,2.9753908309501367,0.7484524056818345,10.644534655623366,0.4524254253488545,0.08652194499698848,24.65535180776789,0.06201994434312047,,0.0063,0.0132,,,Consumer Cyclical
2013,AAP,,1158449,,,2013,,6493814000,3241668000,3252146000,0.5008067677947043,0,0,0,2591828000,0,2591828000,5833496000,0.0,36618000,207795000,870811000,0.13409854362936788,660318000,0.10168415664507792,-33920000,626398000,0.09646072400595397,234640000,391758000,0.06032787511314614,5.36,5.32,72930000,73414000,,,Specialty Retail,,1112471000,0,1112471000,277595000,2556557000,42761000,3989384000,1283970000,199835000,49872000,249707000,0,0,41713000,1575390000,0,5564774000,2180614000,916000,82179000,0,501076000,2764785000,1052668000,0,91957000,139159000,1283784000,0,0,4048569000,0,7000,1089112000,3683000,423403000,1516205000,1516205000,5564774000,0,5564774000,0,1053584000,-58887000,-2237000,13191000,-52215000,0,113497000,0,-13042000,545250000,-195757000,-186137000,0,0,19787000,-362107000,-2926000,0,-80795000,-17574000,432512000,331217000,0,514360000,1112471000,598111000,545250000,-195757000,349493000,5.550781134078175,5.550781134078175,1.2960242245518803,21.480658778445633,23.39265129682997,24.080946140251736,15.435345455103164,15.435345455103164,3.177520723685279,1.2960242245518803,0.00208813510207771,9.597052535268766,5.550781134078175,,,,,0.27246479371848703,2.6701989506695996,0.7275352062815129,17.106286525752363,0.5008067677947043,0.10168415664507792,25.838062794938676,0.07039962449508282,,0.002,0.0089,,,Consumer Cyclical
2018,AES,,874761,,,2018,,10736000000,8163000000,2573000000,0.23966095380029806,0,192000000,0,192000000,7000000,199000000,8362000000,310000000.0,1056000000,1003000000,3970000000,0.3697839046199702,2374000000,0.22112518628912073,-356000000,2018000000,0.1879657228017884,708000000,1203000000,0.11205290611028317,1.82,1.81,660989011,664640884,,,Utilities—Diversified,,1166000000,313000000,1479000000,1595000000,577000000,1364000000,5015000000,21396000000,1059000000,436000000,1495000000,1114000000,97000000,3404000000,27506000000,0,32521000000,1329000000,1659000000,250000000,0,1161000000,4399000000,17636000000,0,1280000000,3602000000,22518000000,0,0,26917000000,0,8000000,-1005000000,-2071000000,6276000000,3208000000,3208000000,30125000000,0,30125000000,1427000000,19295000000,18129000000,313000000,0,-186000000,-206000000,62000000,-32000000,10000000,2343000000,0,1809000000,-1411000000,1302000000,-2205000000,-505000000,-5582000000,0,0,-344000000,4283000000,-1643000000,-54000000,215000000,2003000000,1788000000,2343000000,-2121000000,222000000,3.3564562294514055,3.3564562294514055,1.0029351326453155,8.950549945203749,6.731034482758621,48.50230443279328,4.595608870712808,4.595608870712808,128.61337296057238,1.0029351326453155,0.03194795727070385,7.278718283143604,3.3564562294514055,,,9658556956.0,0.3508424182358771,0.09864395313797239,8.390586034912719,0.8276805756280557,1.6174242424242424,0.23966095380029806,0.22112518628912073,37.5,0.03699148242673964,0.8712824697136538,0.0151,0.0677,7.209019635067957,2.434129350580147,Utilities
2017,AES,,874761,,,2017,,10530000000,8066000000,2464000000,0.23399810066476734,0,215000000,0,215000000,0,215000000,8281000000,244000000.0,1170000000,1169000000,2168000000,0.20588793922127255,2249000000,0.21358024691358024,-1478000000,771000000,0.07321937321937322,990000000,-1161000000,-0.11025641025641025,-1.76,-1.76,660000000,660000000,,,Utilities—Diversified,,949000000,424000000,1373000000,1463000000,562000000,3000000000,6398000000,20296000000,1059000000,366000000,1425000000,1197000000,130000000,3666000000,26714000000,0,33112000000,1371000000,2164000000,0,0,2493000000,6028000000,17801000000,0,1006000000,3432000000,22239000000,0,0,28267000000,0,8000000,-2276000000,-1876000000,6609000000,2465000000,2465000000,30732000000,0,30732000000,1621000000,19965000000,19016000000,672000000,0,-66000000,-177000000,163000000,-295000000,1875000000,2489000000,0,-606000000,-3310000000,3540000000,-2373000000,-2749000000,-5455000000,0,0,-317000000,5815000000,43000000,3000000,-295000000,949000000,1244000000,2489000000,-2177000000,312000000,3.108559757403651,3.108559757403651,0.7276922888888888,-6.5999998294573645,7.19753930280246,24.55961475,3.078585697870631,3.078585697870631,-94.69564972699696,0.7276922888888888,0.04136977112092693,12.30562721494465,3.108559757403651,,,,,0.07444431021985987,11.467342799188641,0.8536784247402754,0.45042735042735044,0.23399810066476734,0.21358024691358024,-47.099391480730226,-0.03506281710558106,,0.025699999999999997,0.2007,,,Utilities
2016,AES,,874761,,,2016,,13586000000,11153000000,2433000000,0.1790814073310761,0,194000000,0,194000000,52000000,246000000,11399000000,464000000.0,1431000000,1176000000,1289000000,0.09487707934638599,2187000000,0.16097453260709554,-2050000000,137000000,0.01008390990725747,-188000000,-1130000000,-0.08317385543942293,-1.72,-1.72,656976744,656976744,,,Utilities—Diversified,,1305000000,798000000,2103000000,2166000000,630000000,1512000000,6411000000,22847000000,1157000000,359000000,1516000000,621000000,781000000,3943000000,29708000000,0,36119000000,1656000000,1303000000,0,0,2313000000,5272000000,19160000000,0,804000000,5183000000,25147000000,0,0,30419000000,0,8000000,-1146000000,-2756000000,6688000000,2794000000,2794000000,33213000000,0,33213000000,1419000000,20463000000,19158000000,-793000000,0,552000000,237000000,-620000000,-251000000,3079000000,2884000000,0,576000000,-5151000000,4904000000,-2437000000,-2108000000,-4907000000,0,-79000000,-290000000,4529000000,-747000000,9000000,48000000,1305000000,1257000000,2884000000,-2345000000,539000000,2.63590168226199,2.63590168226199,0.5420807669836597,-6.51744185861947,6.2723915050784855,13.663653618256031,2.5536440014701807,2.5536440014701807,-93.08277677141581,0.5420807669836597,0.039376978530646076,20.576190302746316,2.63590168226199,,,,,0.07735540851075612,10.887258410880458,0.8421883219358233,-0.22851153039832284,0.1790814073310761,0.16097453260709554,-40.44380816034359,-0.0312854730197403,,0.0165,0.21650000000000003,,,Utilities
2015,AES,,874761,,,2015,,14963000000,12097000000,2866000000,0.19153912985363897,0,196000000,0,196000000,0,196000000,12293000000,524000000.0,1436000000,1144000000,3351000000,0.22395241595936644,2670000000,0.17844015237586044,-1548000000,1122000000,0.07498496290850765,465000000,306000000,0.020450444429592995,0.45,0.44,680000000,695454545,,,Utilities—Diversified,,1262000000,484000000,1746000000,2473000000,675000000,1972000000,6866000000,22816000000,1157000000,214000000,1371000000,610000000,543000000,4644000000,29984000000,0,36850000000,1721000000,2529000000,0,0,2700000000,6950000000,18278000000,0,1090000000,4361000000,23729000000,0,0,30679000000,0,8000000,143000000,-3883000000,6881000000,3149000000,3149000000,33828000000,0,33828000000,1094000000,20807000000,19545000000,-50000000,0,-437000000,-378000000,31000000,-1305000000,1171000000,2134000000,0,121000000,-4801000000,4851000000,-2537000000,-2366000000,-5164000000,0,-482000000,-276000000,5950000000,28000000,-52000000,-277000000,1262000000,1539000000,2134000000,-2308000000,-174000000,2.0514449031438553,2.0514449031438553,0.431731604624741,21.11111111111111,6.050545895673271,-37.12643678160919,3.02717900656045,3.02717900656045,312.07729468599035,0.431731604624741,0.04272445820433437,7.76037003879439,2.0514449031438553,,,,,0.08545454545454545,9.742457923150207,0.8325373134328358,0.41643454038997213,0.19153912985363897,0.17844015237586044,9.717370593839314,0.00830393487109905,,0.0084,0.18339999999999998,,,Utilities
